origin,tp_year,tp_10,year,month,day,date,decimalLat,decimalLon,GPS,taxa,UTM_ZONE_C,site_10,count
NHM Denmark,1920-1929,3,1924,10,16,16/10/1924,56.04911,9.665256,"56.04911, 9.665256",Myrmica_rugulosa,NH41,239,1
NHM Denmark,1920-1929,3,1925,4,29,29/04/1925,55.455903,10.515972,"55.455903, 10.515972",Formica_rufa,NG94,428,1
NHM Denmark,1920-1929,3,1925,6,1,01/06/1925,55.294424,11.820929,"55.294424, 11.820929",Lasius_niger,PG73,461,1
NHM Denmark,1920-1929,3,1925,8,30,30/08/1925,55.818066,12.473507,"55.818066, 12.473507",Lasius_fuliginosus,UB48,328,1
NHM Denmark,1920-1929,3,1926,7,11,11/07/1926,55.711834,12.456628,"55.711834, 12.456628",Lasius_umbratus,UB47,355,1
NHM Denmark,1920-1929,3,1926,7,17,17/07/1926,57.450967,10.579551,"57.450967, 10.579551",Myrmica_rubra,NJ96,19,1
NHM Denmark,1920-1929,3,1926,7,20,20/07/1926,57.490439,10.613048,"57.490439, 10.613048",Tetramorium_caespitum,NJ97,13,1
NHM Denmark,1920-1929,3,1927,10,18,18/10/1927,54.999228,12.524564,"54.999228, 12.524564",Myrmica_sabuleti,UA49,573,1
NHM Denmark,1920-1929,3,1928,6,17,17/06/1928,57.254935,11.001638,"57.254935, 11.001638",Formica_cinerea,PJ24,38,1
NHM Denmark,1920-1929,3,1928,9,5,05/09/1928,55.714421,12.533896,"55.714421, 12.533896",Lasius_niger,UB47,355,1
NHM Denmark,1920-1929,3,1929,3,25,25/03/1929,56.060354,12.090172,"56.060354, 12.090172",Camponotus_ligniperda,UC11,245,1
NHM Denmark,1920-1929,3,1929,5,20,20/05/1929,54.622988,11.959288,"54.622988, 11.959288",Lasius_umbratus,PF95,633,1
NHM Denmark,1920-1929,3,1929,5,20,20/05/1929,54.645353,11.961481,"54.645353, 11.961481",Myrmica_rubra,PF95,633,1
NHM Denmark,1920-1929,3,1929,5,20,20/05/1929,54.612123,11.964287,"54.612123, 11.964287",Myrmica_ruginodis,PF95,633,1
NHM Denmark,1920-1929,3,1929,6,6,06/06/1929,55.958359,12.526864,"55.958359, 12.526864",Formica_fusca,UC40,275,1
NHM Denmark,1920-1929,3,1929,6,16,16/06/1929,55.465409,12.109421,"55.465409, 12.109421",Lasius_niger,UB15,411,1
NHM Denmark,1920-1929,3,1929,6,16,16/06/1929,55.465409,12.109421,"55.465409, 12.109421",Lasius_niger,UB15,411,1
NHM Denmark,1920-1929,3,1929,6,16,16/06/1929,55.465409,12.109421,"55.465409, 12.109421",Myrmica_rubra,UB15,411,1
NHM Denmark,1920-1929,3,1929,6,16,16/06/1929,55.468921,12.085882,"55.468921, 12.085882",Myrmica_ruginodis,UB15,411,1
NHM Denmark,1920-1929,3,1929,6,16,16/06/1929,55.433158,12.197348,"55.433158, 12.197348",Myrmica_ruginodis,UB24,438,1
NHM Denmark,1920-1929,3,1929,6,18,18/06/1929,55.958359,12.526864,"55.958359, 12.526864",Formica_polyctena,UC40,275,1
NHM Denmark,1920-1929,3,1929,7,1,01/07/1929,57.45614,9.995578,"57.45614, 9.995578",Formica_cinerea,NJ56,15,1
NHM Denmark,1920-1929,3,1929,7,1,01/07/1929,57.45614,9.995578,"57.45614, 9.995578",Formica_rufa,NJ56,15,1
NHM Denmark,1920-1929,3,1929,7,1,01/07/1929,55.429675,8.647635,"55.429675, 8.647635",Lasius_niger,MG74,416,1
NHM Denmark,1920-1929,3,1929,7,1,01/07/1929,54.943882,12.51436,"54.943882, 12.51436",Myrmica_rubra,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,2,02/07/1929,56.792497,9.811867,"56.792497, 9.811867",Formica_rufa,NH49,99,1
NHM Denmark,1920-1929,3,1929,7,2,02/07/1929,56.86601,9.830515,"56.86601, 9.830515",Lasius_flavus,NJ50,87,1
NHM Denmark,1920-1929,3,1929,7,6,06/07/1929,56.127232,8.506577,"56.127232, 8.506577",Formica_fusca,MH62,211,1
NHM Denmark,1920-1929,3,1929,7,6,06/07/1929,56.127232,8.506577,"56.127232, 8.506577",Lasius_niger,MH62,211,1
NHM Denmark,1920-1929,3,1929,7,6,06/07/1929,56.127232,8.506577,"56.127232, 8.506577",Myrmica_ruginodis,MH62,211,1
NHM Denmark,1920-1929,3,1929,7,10,10/07/1929,54.958914,8.995854,"54.958914, 8.995854",Myrmica_rubra,MF99,550,1
NHM Denmark,1920-1929,3,1929,7,10,10/07/1929,55.042636,9.374934,"55.042636, 9.374934",Myrmica_rubra,NF29,553,1
NHM Denmark,1920-1929,3,1929,7,17,17/07/1929,54.953998,12.509967,"54.953998, 12.509967",Lasius_fuliginosus,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,17,17/07/1929,54.954513,12.472538,"54.954513, 12.472538",Lasius_fuliginosus,UA39,572,1
NHM Denmark,1920-1929,3,1929,7,17,17/07/1929,54.954513,12.472538,"54.954513, 12.472538",Lasius_umbratus,UA39,572,1
NHM Denmark,1920-1929,3,1929,7,18,18/07/1929,55.042636,9.374934,"55.042636, 9.374934",Myrmica_rubra,NF29,553,1
NHM Denmark,1920-1929,3,1929,7,19,19/07/1929,54.995841,12.443197,"54.995841, 12.443197",Myrmica_rubra,UA39,572,1
NHM Denmark,1920-1929,3,1929,7,20,20/07/1929,54.974134,12.538339,"54.974134, 12.538339",Formica_rufa,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,20,20/07/1929,54.974134,12.538339,"54.974134, 12.538339",Lasius_flavus,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,20,20/07/1929,54.974134,12.538339,"54.974134, 12.538339",Lasius_fuliginosus,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,20,20/07/1929,54.943882,12.51436,"54.943882, 12.51436",Myrmica_rubra,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,20,20/07/1929,54.974134,12.538339,"54.974134, 12.538339",Myrmica_ruginodis,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,25,25/07/1929,54.974134,12.538339,"54.974134, 12.538339",Lasius_fuliginosus,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,26,26/07/1929,54.943882,12.51436,"54.943882, 12.51436",Myrmica_ruginodis,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,27,27/07/1929,54.988156,12.53059,"54.988156, 12.53059",Formica_fusca,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,27,27/07/1929,54.988156,12.53059,"54.988156, 12.53059",Lasius_flavus,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,29,29/07/1929,54.943882,12.51436,"54.943882, 12.51436",Myrmica_rubra,UA49,573,1
NHM Denmark,1920-1929,3,1929,7,30,30/07/1929,54.953998,12.509967,"54.953998, 12.509967",Lasius_fuliginosus,UA49,573,1
NHM Denmark,1920-1929,3,1929,8,2,02/08/1929,57.275833,11.017028,"57.275833, 11.017028",Formica_fusca,PJ24,38,1
NHM Denmark,1920-1929,3,1929,8,2,02/08/1929,54.967161,12.483106,"54.967161, 12.483106",Lasius_umbratus,UA39,572,1
NHM Denmark,1920-1929,3,1929,8,5,05/08/1929,55.905197,12.30532,"55.905197, 12.30532",Lasius_niger,UB39,300,1
NHM Denmark,1920-1929,3,1929,8,7,07/08/1929,54.948408,12.512707,"54.948408, 12.512707",Myrmica_ruginodis,UA49,573,1
NHM Denmark,1920-1929,3,1929,9,2,02/09/1929,56.792497,9.811867,"56.792497, 9.811867",Lasius_fuliginosus,NH49,99,1
NHM Denmark,1920-1929,3,1929,9,8,08/09/1929,55.851993,11.991838,"55.851993, 11.991838",Myrmica_rubra,PG89,297,1
NHM Denmark,1930-1939,4,1930,4,16,16/04/1930,56.006043,11.988249,"56.006043, 11.988249",Lasius_fuliginosus,PH81,244,1
NHM Denmark,1930-1939,4,1930,4,17,17/04/1930,56.006043,11.988249,"56.006043, 11.988249",Formica_fusca,PH81,244,1
NHM Denmark,1930-1939,4,1930,4,17,17/04/1930,56.033807,12.054928,"56.033807, 12.054928",Lasius_fuliginosus,UC11,245,1
NHM Denmark,1930-1939,4,1930,4,17,17/04/1930,56.033807,12.054928,"56.033807, 12.054928",Lasius_niger,UC11,245,1
NHM Denmark,1930-1939,4,1930,4,17,17/04/1930,56.006043,11.988249,"56.006043, 11.988249",Myrmica_rubra,PH81,244,1
NHM Denmark,1930-1939,4,1930,4,17,17/04/1930,56.033807,12.054928,"56.033807, 12.054928",Myrmica_ruginodis,UC11,245,1
NHM Denmark,1930-1939,4,1930,4,17,17/04/1930,56.033807,12.054928,"56.033807, 12.054928",Tetramorium_caespitum,UC11,245,1
NHM Denmark,1930-1939,4,1930,5,16,16/05/1930,55.706303,11.769809,"55.706303, 11.769809",Lasius_flavus,PG77,350,1
NHM Denmark,1930-1939,4,1930,5,22,22/05/1930,55.763121,12.579463,"55.763121, 12.579463",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,5,22,22/05/1930,55.763121,12.579463,"55.763121, 12.579463",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,5,24,24/05/1930,55.769218,12.398196,"55.769218, 12.398196",Lasius_niger,UB38,327,1
NHM Denmark,1930-1939,4,1930,6,7,07/06/1930,55.958359,12.526864,"55.958359, 12.526864",Myrmica_rubra,UC40,275,1
NHM Denmark,1930-1939,4,1930,6,18,18/06/1930,55.006731,11.911547,"55.006731, 11.911547",Myrmica_rubra,PF89,569,1
NHM Denmark,1930-1939,4,1930,6,22,22/06/1930,55.763121,12.579463,"55.763121, 12.579463",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,6,22,22/06/1930,55.763121,12.579463,"55.763121, 12.579463",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,7,1,01/07/1930,55.389991,12.184706,"55.389991, 12.184706",Lasius_mixtus,UB24,438,1
NHM Denmark,1930-1939,4,1930,7,1,01/07/1930,55.293159,12.159524,"55.293159, 12.159524",Myrmica_rubra,UB13,463,1
NHM Denmark,1930-1939,4,1930,7,1,01/07/1930,55.199677,12.130123,"55.199677, 12.130123",Myrmica_rubra,UB12,488,1
NHM Denmark,1930-1939,4,1930,7,1,01/07/1930,55.389991,12.184706,"55.389991, 12.184706",Myrmica_rubra,UB24,438,1
NHM Denmark,1930-1939,4,1930,7,2,02/07/1930,54.694385,11.666483,"54.694385, 11.666483",Formica_fusca,PF76,626,1
NHM Denmark,1930-1939,4,1930,7,2,02/07/1930,54.694385,11.666483,"54.694385, 11.666483",Lasius_flavus,PF76,626,1
NHM Denmark,1930-1939,4,1930,7,2,02/07/1930,56.499825,10.128886,"56.499825, 10.128886",Myrmica_rubra,NH66,147,1
NHM Denmark,1930-1939,4,1930,7,3,03/07/1930,54.93785,10.718565,"54.93785, 10.718565",Lasius_niger,PF18,591,1
NHM Denmark,1930-1939,4,1930,7,3,03/07/1930,55.189856,10.541231,"55.189856, 10.541231",Myrmica_rubra,NG91,506,1
NHM Denmark,1930-1939,4,1930,7,13,13/07/1930,54.953998,12.509967,"54.953998, 12.509967",Lasius_niger,UA49,573,1
NHM Denmark,1930-1939,4,1930,7,13,13/07/1930,54.953998,12.509967,"54.953998, 12.509967",Lasius_niger,UA49,573,1
NHM Denmark,1930-1939,4,1930,7,13,13/07/1930,54.953998,12.509967,"54.953998, 12.509967",Myrmica_rubra,UA49,573,1
NHM Denmark,1930-1939,4,1930,7,16,16/07/1930,54.907474,11.906647,"54.907474, 11.906647",Lasius_flavus,PF88,598,1
NHM Denmark,1930-1939,4,1930,7,16,16/07/1930,54.853917,11.696788,"54.853917, 11.696788",Myrmica_rubra,PF78,597,1
NHM Denmark,1930-1939,4,1930,7,23,23/07/1930,55.007334,10.820309,"55.007334, 10.820309",Formica_fusca,PF19,562,1
NHM Denmark,1930-1939,4,1930,7,25,25/07/1930,55.008912,10.634633,"55.008912, 10.634633",Myrmica_ruginodis,PF09,561,1
NHM Denmark,1930-1939,4,1930,7,27,27/07/1930,54.958733,10.850466,"54.958733, 10.850466",Lasius_flavus,PF19,562,1
NHM Denmark,1930-1939,4,1930,7,27,27/07/1930,54.958733,10.850466,"54.958733, 10.850466",Lasius_niger,PF19,562,1
NHM Denmark,1930-1939,4,1930,7,30,30/07/1930,55.04521,12.259567,"55.04521, 12.259567",Formica_fusca,UB20,543,1
NHM Denmark,1930-1939,4,1930,7,30,30/07/1930,55.205988,10.10937,"55.205988, 10.10937",Myrmica_rubra,NG71,504,1
NHM Denmark,1930-1939,4,1930,8,3,03/08/1930,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,8,3,03/08/1930,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,8,3,03/08/1930,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,8,3,03/08/1930,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,8,3,03/08/1930,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,8,3,03/08/1930,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,8,3,03/08/1930,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,8,6,06/08/1930,57.450967,10.579551,"57.450967, 10.579551",Myrmica_rubra,NJ96,19,1
NHM Denmark,1930-1939,4,1930,8,7,07/08/1930,54.953998,12.509967,"54.953998, 12.509967",Myrmica_rubra,UA49,573,1
NHM Denmark,1930-1939,4,1930,8,11,11/08/1930,56.093517,8.266689,"56.093517, 8.266689",Formica_rufibarbis,MH51,230,1
NHM Denmark,1930-1939,4,1930,8,13,13/08/1930,56.364563,9.261225,"56.364563, 9.261225",Myrmica_ruginodis,NH14,179,1
NHM Denmark,1930-1939,4,1930,8,13,13/08/1930,56.346678,9.244613,"56.346678, 9.244613",Myrmica_ruginodis,NH14,179,1
NHM Denmark,1930-1939,4,1930,8,14,14/08/1930,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1930,8,15,15/08/1930,56.35084,9.501772,"56.35084, 9.501772",Myrmica_rubra,NH34,181,1
NHM Denmark,1930-1939,4,1930,8,18,18/08/1930,56.160915,9.59558,"56.160915, 9.59558",Formica_rufa,NH32,218,1
NHM Denmark,1930-1939,4,1930,8,18,18/08/1930,56.031206,10.033555,"56.031206, 10.033555",Lasius_mixtus,NH61,241,1
NHM Denmark,1930-1939,4,1930,8,18,18/08/1930,56.031206,10.033555,"56.031206, 10.033555",Myrmica_rubra,NH61,241,1
NHM Denmark,1930-1939,4,1930,9,1,01/09/1930,55.199677,12.130123,"55.199677, 12.130123",Lasius_flavus,UB12,488,1
NHM Denmark,1930-1939,4,1931,5,27,27/05/1931,55.958359,12.526864,"55.958359, 12.526864",Formica_fusca,UC40,275,1
NHM Denmark,1930-1939,4,1931,8,29,29/08/1931,55.763121,12.579463,"55.763121, 12.579463",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1931,8,29,29/08/1931,55.763121,12.579463,"55.763121, 12.579463",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1931,8,29,29/08/1931,55.763121,12.579463,"55.763121, 12.579463",Myrmica_rugulosa,UB48,328,1
NHM Denmark,1930-1939,4,1931,8,31,31/08/1931,55.763121,12.579463,"55.763121, 12.579463",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1931,9,13,13/09/1931,55.724592,12.354725,"55.724592, 12.354725",Lasius_umbratus,UB37,354,1
NHM Denmark,1930-1939,4,1931,9,13,13/09/1931,55.724592,12.354725,"55.724592, 12.354725",Lasius_umbratus,UB37,354,1
NHM Denmark,1930-1939,4,1931,9,13,13/09/1931,55.724592,12.354725,"55.724592, 12.354725",Lasius_umbratus,UB37,354,1
NHM Denmark,1930-1939,4,1931,9,13,13/09/1931,55.724592,12.354725,"55.724592, 12.354725",Lasius_umbratus,UB37,354,1
NHM Denmark,1930-1939,4,1931,9,13,13/09/1931,55.724592,12.354725,"55.724592, 12.354725",Lasius_umbratus,UB37,354,1
NHM Denmark,1930-1939,4,1931,9,13,13/09/1931,55.724592,12.354725,"55.724592, 12.354725",Lasius_umbratus,UB37,354,1
NHM Denmark,1930-1939,4,1931,9,13,13/09/1931,55.724592,12.354725,"55.724592, 12.354725",Lasius_umbratus,UB37,354,1
NHM Denmark,1930-1939,4,1932,3,25,25/03/1932,55.84905,12.482107,"55.84905, 12.482107",Formica_polyctena,UB49,301,1
NHM Denmark,1930-1939,4,1932,4,22,22/04/1932,54.777111,11.810513,"54.777111, 11.810513",Lasius_brunneus,PF87,617,1
NHM Denmark,1930-1939,4,1932,5,5,05/05/1932,54.777111,11.810513,"54.777111, 11.810513",Lasius_brunneus,PF87,617,1
NHM Denmark,1930-1939,4,1932,5,8,08/05/1932,55.276563,11.921235,"55.276563, 11.921235",Leptothorax_acervorum,PG82,487,1
NHM Denmark,1930-1939,4,1932,5,8,08/05/1932,55.276563,11.921235,"55.276563, 11.921235",Leptothorax_acervorum,PG82,487,1
NHM Denmark,1930-1939,4,1932,5,30,30/05/1932,55.868457,12.342991,"55.868457, 12.342991",Formica_rufa,UB39,300,1
NHM Denmark,1930-1939,4,1932,6,2,02/06/1932,55.80485,12.515115,"55.80485, 12.515115",Formica_pratensis,UB48,328,1
NHM Denmark,1930-1939,4,1932,6,5,05/06/1932,56.084967,12.458525,"56.084967, 12.458525",Lasius_fuliginosus,UC41,248,1
NHM Denmark,1930-1939,4,1932,6,5,05/06/1932,56.084967,12.458525,"56.084967, 12.458525",Lasius_fuliginosus,UC41,248,1
NHM Denmark,1930-1939,4,1932,6,5,05/06/1932,56.084967,12.458525,"56.084967, 12.458525",Lasius_fuliginosus,UC41,248,1
NHM Denmark,1930-1939,4,1932,6,5,05/06/1932,56.084967,12.458525,"56.084967, 12.458525",Lasius_fuliginosus,UC41,248,1
NHM Denmark,1930-1939,4,1932,6,5,05/06/1932,56.084967,12.458525,"56.084967, 12.458525",Lasius_fuliginosus,UC41,248,1
NHM Denmark,1930-1939,4,1932,6,5,05/06/1932,56.084967,12.458525,"56.084967, 12.458525",Lasius_fuliginosus,UC41,248,1
NHM Denmark,1930-1939,4,1932,6,5,05/06/1932,56.084967,12.458525,"56.084967, 12.458525",Lasius_fuliginosus,UC41,248,1
NHM Denmark,1930-1939,4,1932,6,12,12/06/1932,55.868206,10.003979,"55.868206, 10.003979",Myrmica_rubra,NG69,288,1
NHM Denmark,1930-1939,4,1932,6,12,12/06/1932,55.868206,10.003979,"55.868206, 10.003979",Myrmica_rubra,NG69,288,1
NHM Denmark,1930-1939,4,1932,6,26,26/06/1932,55.635648,12.762338,"55.635648, 12.762338",Lasius_flavus,UB56,385,1
NHM Denmark,1930-1939,4,1932,6,26,26/06/1932,55.635648,12.762338,"55.635648, 12.762338",Myrmica_rubra,UB56,385,1
NHM Denmark,1930-1939,4,1932,7,8,08/07/1932,55.476471,8.459454,"55.476471, 8.459454",Formica_fusca,MG64,415,1
NHM Denmark,1930-1939,4,1932,7,8,08/07/1932,55.476471,8.459454,"55.476471, 8.459454",Lasius_niger,MG64,415,1
NHM Denmark,1930-1939,4,1932,7,8,08/07/1932,55.476471,8.459454,"55.476471, 8.459454",Leptothorax_acervorum,MG64,415,1
NHM Denmark,1930-1939,4,1932,7,8,08/07/1932,55.476471,8.459454,"55.476471, 8.459454",Myrmica_ruginodis,MG64,415,1
NHM Denmark,1930-1939,4,1932,7,8,08/07/1932,55.476471,8.459454,"55.476471, 8.459454",Tetramorium_caespitum,MG64,415,1
NHM Denmark,1930-1939,4,1932,7,10,10/07/1932,55.518456,8.235439,"55.518456, 8.235439",Formica_cinerea,MG55,388,1
NHM Denmark,1930-1939,4,1932,7,13,13/07/1932,55.961436,12.270051,"55.961436, 12.270051",Formica_rufa,UC20,273,1
NHM Denmark,1930-1939,4,1932,7,13,13/07/1932,55.961436,12.270051,"55.961436, 12.270051",Myrmica_scabrinodis,UC20,273,1
NHM Denmark,1930-1939,4,1932,7,24,24/07/1932,55.794312,12.516282,"55.794312, 12.516282",Myrmica_rugulosa,UB48,328,1
NHM Denmark,1930-1939,4,1932,8,6,06/08/1932,55.748361,12.548648,"55.748361, 12.548648",Lasius_flavus,UB48,328,1
NHM Denmark,1930-1939,4,1932,8,6,06/08/1932,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1932,8,7,07/08/1932,55.748361,12.548648,"55.748361, 12.548648",Lasius_flavus,UB48,328,1
NHM Denmark,1930-1939,4,1932,8,7,07/08/1932,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1932,8,7,07/08/1932,55.748361,12.548648,"55.748361, 12.548648",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1932,9,27,27/09/1932,55.961436,12.270051,"55.961436, 12.270051",Lasius_umbratus,UC20,273,1
NHM Denmark,1930-1939,4,1932,9,27,27/09/1932,55.961436,12.270051,"55.961436, 12.270051",Myrmica_rubra,UC20,273,1
NHM Denmark,1930-1939,4,1932,10,4,04/10/1932,55.961436,12.270051,"55.961436, 12.270051",Formica_polyctena,UC20,273,1
NHM Denmark,1930-1939,4,1932,10,4,04/10/1932,55.961436,12.270051,"55.961436, 12.270051",Formicoxenus_nitidulus,UC20,273,1
NHM Denmark,1930-1939,4,1932,10,25,25/10/1932,55.961436,12.270051,"55.961436, 12.270051",Myrmica_scabrinodis,UC20,273,1
NHM Denmark,1930-1939,4,1933,3,18,18/03/1933,55.778629,12.424627,"55.778629, 12.424627",Lasius_fuliginosus,UB38,327,1
NHM Denmark,1930-1939,4,1933,3,18,18/03/1933,55.778629,12.424627,"55.778629, 12.424627",Lasius_niger,UB38,327,1
NHM Denmark,1930-1939,4,1933,3,23,23/03/1933,55.786534,12.569818,"55.786534, 12.569818",Lasius_niger,UB48,328,1
NHM Denmark,1930-1939,4,1933,4,21,21/04/1933,55.214203,11.184485,"55.214203, 11.184485",Lasius_fuliginosus,PG32,482,1
NHM Denmark,1930-1939,4,1933,4,21,21/04/1933,55.214203,11.184485,"55.214203, 11.184485",Lasius_fuliginosus,PG32,482,1
NHM Denmark,1930-1939,4,1933,5,15,15/05/1933,55.325779,11.149397,"55.325779, 11.149397",Myrmica_rubra,PG33,457,1
NHM Aarhus,1930-1939,4,1933,5,18,18/05/1933,55.118559,14.709504,"55.118559, 14.709504",Lasius_umbratus,VB80,545,1
NHM Aarhus,1930-1939,4,1933,5,18,18/05/1933,55.118559,14.709504,"55.118559, 14.709504",Lasius_umbratus,VB80,545,1
NHM Aarhus,1930-1939,4,1933,5,18,18/05/1933,55.118559,14.709504,"55.118559, 14.709504",Lasius_umbratus,VB80,545,1
NHM Aarhus,1930-1939,4,1933,5,18,18/05/1933,55.118559,14.709504,"55.118559, 14.709504",Lasius_umbratus,VB80,545,1
NHM Aarhus,1930-1939,4,1933,5,18,18/05/1933,55.118559,14.709504,"55.118559, 14.709504",Lasius_umbratus,VB80,545,1
NHM Aarhus,1930-1939,4,1933,5,18,18/05/1933,55.118559,14.709504,"55.118559, 14.709504",Lasius_umbratus,VB80,545,1
NHM Aarhus,1930-1939,4,1933,5,18,18/05/1933,55.118559,14.709504,"55.118559, 14.709504",Lasius_umbratus,VB80,545,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Aarhus,1930-1939,4,1933,5,20,20/05/1933,55.158942,14.791082,"55.158942, 14.791082",Myrmica_ruginodis,VB81,518,1
NHM Denmark,1930-1939,4,1933,6,3,03/06/1933,55.181322,11.861527,"55.181322, 11.861527",Formica_exsecta,PG81,515,1
NHM Denmark,1930-1939,4,1933,6,4,04/06/1933,54.677089,11.81841,"54.677089, 11.81841",Myrmica_scabrinodis,PF86,627,1
NHM Denmark,1930-1939,4,1933,7,8,08/07/1933,55.635648,12.762338,"55.635648, 12.762338",Lasius_flavus,UB56,385,1
NHM Denmark,1930-1939,4,1933,7,8,08/07/1933,55.635648,12.762338,"55.635648, 12.762338",Lasius_flavus,UB56,385,1
NHM Denmark,1930-1939,4,1933,7,8,08/07/1933,55.635648,12.762338,"55.635648, 12.762338",Lasius_flavus,UB56,385,1
NHM Denmark,1930-1939,4,1933,7,8,08/07/1933,55.635648,12.762338,"55.635648, 12.762338",Lasius_flavus,UB56,385,1
NHM Denmark,1930-1939,4,1933,7,8,08/07/1933,55.635648,12.762338,"55.635648, 12.762338",Lasius_flavus,UB56,385,1
NHM Denmark,1930-1939,4,1933,7,8,08/07/1933,55.635648,12.762338,"55.635648, 12.762338",Lasius_flavus,UB56,385,1
NHM Denmark,1930-1939,4,1933,7,13,13/07/1933,55.214203,11.184485,"55.214203, 11.184485",Lasius_niger,PG32,482,1
NHM Denmark,1930-1939,4,1933,7,20,20/07/1933,56.372111,9.271481,"56.372111, 9.271481",Myrmica_ruginodis,NH14,179,1
NHM Denmark,1930-1939,4,1933,7,22,22/07/1933,56.405097,9.360686,"56.405097, 9.360686",Myrmica_ruginodis,NH25,161,1
NHM Denmark,1930-1939,4,1933,8,5,05/08/1933,54.8215,9.342315,"54.8215, 9.342315",Myrmica_ruginodis,NF27,602,1
NHM Denmark,1930-1939,4,1933,8,15,15/08/1933,54.8215,9.342315,"54.8215, 9.342315",Formica_fusca,NF27,602,1
NHM Denmark,1930-1939,4,1933,8,15,15/08/1933,54.8215,9.342315,"54.8215, 9.342315",Formica_polyctena,NF27,602,1
NHM Denmark,1930-1939,4,1933,8,15,15/08/1933,54.8215,9.342315,"54.8215, 9.342315",Formica_rufa,NF27,602,1
NHM Denmark,1930-1939,4,1933,8,15,15/08/1933,55.013981,8.941108,"55.013981, 8.941108",Myrmica_lobicornis,MF99,550,1
