origin,detections,visit,Year,tp_year
The Ant Hunt,1,"5432017-07-1355.03168769, 12.29404342",2017,2010-2019
The Ant Hunt,1,"5452017-07-0755.07699145, 14.77214813",2017,2010-2019
The Ant Hunt,1,"5472017-07-0355.09867908, 15.1408875",2017,2010-2019
The Ant Hunt,1,"5522017-07-1354.96850159, 9.21795734",2017,2010-2019
The Ant Hunt,1,"5552017-08-2255.01659675, 9.693177938",2017,2010-2019
The Ant Hunt,1,"5722017-07-3154.95883356, 12.44586627",2017,2010-2019
The Ant Hunt,1,"5732017-06-1954.94888706, 12.53306329",2017,2010-2019
The Ant Hunt,1,"5842017-08-0954.88891296, 9.66213211",2017,2010-2019
The Ant Hunt,1,"5902017-07-0354.92859677, 10.70942402",2017,2010-2019
The Ant Hunt,1,"5902017-07-0354.93394126, 10.71160197",2017,2010-2019
The Ant Hunt,1,"5902017-07-0354.93397208, 10.70468187",2017,2010-2019
The Ant Hunt,1,"5912017-07-0454.90180816, 10.74892044",2017,2010-2019
The Ant Hunt,2,"5992017-07-0854.88847813, 12.070174",2017,2010-2019
The Ant Hunt,1,"6002017-05-2654.8965895, 12.19687112",2017,2010-2019
The Ant Hunt,1,"602017-07-2157.03765685, 9.89138755",2017,2010-2019
The Ant Hunt,1,"602017-08-1257.02687229, 9.916992187",2017,2010-2019
The Ant Hunt,1,"602017-08-1657.02219979, 9.91437217",2017,2010-2019
The Ant Hunt,1,"6092017-07-0454.78367311, 10.66483211",2017,2010-2019
The Ant Hunt,1,"6092017-07-0554.78169447, 10.66691637",2017,2010-2019
The Ant Hunt,1,"6102017-08-0754.79060313, 10.71519619",2017,2010-2019
The Ant Hunt,1,"6152017-08-1254.77372575, 11.5209354",2017,2010-2019
The Ant Hunt,1,"6182017-08-2754.74438413, 11.95554081",2017,2010-2019
The Ant Hunt,1,"62017-06-2657.61888955, 10.29954961",2017,2010-2019
The Ant Hunt,1,"62017-07-1157.61888955, 10.29954961",2017,2010-2019
The Ant Hunt,1,"6242017-07-0554.68729912, 11.37825966",2017,2010-2019
The Ant Hunt,1,"6272017-07-2054.6589796, 11.94519103",2017,2010-2019
The Ant Hunt,1,"6282017-07-0554.68937456, 11.96938732",2017,2010-2019
The Ant Hunt,3,"6282017-07-0554.69062721, 11.9702939",2017,2010-2019
The Ant Hunt,2,"6282017-07-0554.69151087, 11.96987011",2017,2010-2019
The Ant Hunt,1,"6282017-07-0554.69160079, 11.97102346",2017,2010-2019
The Ant Hunt,1,"6282017-07-0554.69217748, 11.97100737",2017,2010-2019
The Ant Hunt,1,"6282017-07-0654.67506756, 11.95967674",2017,2010-2019
The Ant Hunt,1,"6292017-07-0454.65675469, 11.34491444",2017,2010-2019
The Ant Hunt,2,"6292017-07-0454.65747462, 11.34711385",2017,2010-2019
The Ant Hunt,3,"6292017-07-0554.6360823, 11.41505241",2017,2010-2019
The Ant Hunt,2,"6332017-07-0554.59439959, 11.96283283",2017,2010-2019
The Ant Hunt,2,"6332017-07-0754.65122116, 11.95160708",2017,2010-2019
The Ant Hunt,2,"6332017-09-2254.59813483, 11.96005946",2017,2010-2019
The Ant Hunt,1,"662017-09-0156.98960314, 8.70945307",2017,2010-2019
The Ant Hunt,1,"762017-09-0457.01481045, 10.34243856",2017,2010-2019
The Ant Hunt,1,"82017-07-2457.47228152, 9.827270508",2017,2010-2019
The Ant Hunt,2,"822017-07-2556.84545746, 9.03244257",2017,2010-2019
The Ant Hunt,1,"992017-07-0856.7764716, 9.80677257",2017,2010-2019
The Ant Hunt,1,"992017-09-0956.78020477, 9.803910703",2017,2010-2019
The Ant Hunt,1,"1002018-06-0656.79008961, 9.95082112",2018,2010-2019
The Ant Hunt,2,"1182018-05-1156.73285676, 10.31491386",2018,2010-2019
The Ant Hunt,2,"1262018-05-2256.58137262, 9.03670879",2018,2010-2019
The Ant Hunt,1,"1312018-05-1356.64906068, 9.97528553",2018,2010-2019
The Ant Hunt,1,"1312018-05-1356.64910197, 9.974652529",2018,2010-2019
The Ant Hunt,2,"1312018-05-1356.64963122, 9.97466404",2018,2010-2019
The Ant Hunt,1,"1312018-05-1356.65010468, 9.975199699",2018,2010-2019
The Ant Hunt,1,"1312018-05-1356.65028162, 9.975543022",2018,2010-2019
The Ant Hunt,1,"1312018-05-1356.65028162, 9.975714684",2018,2010-2019
The Ant Hunt,1,"1562018-06-2356.47667826, 8.604226112",2018,2010-2019
The Ant Hunt,1,"1592018-07-2056.41863575, 9.13032804",2018,2010-2019
The Ant Hunt,1,"1592018-08-2956.41168988, 9.0570439",2018,2010-2019
The Ant Hunt,1,"1612018-08-3156.45483731, 9.3992275",2018,2010-2019
The Ant Hunt,2,"1652018-05-0756.45868596, 10.02069146",2018,2010-2019
The Ant Hunt,2,"1652018-07-1856.47155551, 10.07179677",2018,2010-2019
The Ant Hunt,1,"1652018-07-2756.47488582, 10.06587982",2018,2010-2019
The Ant Hunt,2,"1652018-08-1956.40806675, 9.985338449",2018,2010-2019
The Ant Hunt,2,"1652018-08-2756.47403549, 10.06821871",2018,2010-2019
The Ant Hunt,2,"1652018-08-2756.47516432, 10.06659329",2018,2010-2019
The Ant Hunt,1,"1652018-08-2756.47518506, 9.988975525",2018,2010-2019
The Ant Hunt,1,"1932018-09-2856.26514848, 8.644963503",2018,2010-2019
The Ant Hunt,1,"1942018-09-2456.27151067, 8.79672699",2018,2010-2019
The Ant Hunt,1,"1982018-09-0356.28696468, 9.43047721",2018,2010-2019
The Ant Hunt,1,"1982018-09-0356.28702394, 9.428506494",2018,2010-2019
The Ant Hunt,1,"1982018-09-0356.28719663, 9.428334832",2018,2010-2019
The Ant Hunt,1,"2002018-08-2756.27026431, 9.7282408",2018,2010-2019
The Ant Hunt,1,"2002018-08-2756.27357551, 9.729917049",2018,2010-2019
The Ant Hunt,1,"2032018-07-2956.23498481, 10.24038434",2018,2010-2019
The Ant Hunt,3,"2112018-09-0156.18201503, 8.404240608",2018,2010-2019
The Ant Hunt,1,"2132018-09-2356.18899175, 8.761108518",2018,2010-2019
The Ant Hunt,1,"2132018-09-2756.19802391, 8.75004522",2018,2010-2019
The Ant Hunt,1,"2152018-09-2756.14452744, 9.052863121",2018,2010-2019
The Ant Hunt,1,"2222018-07-2356.19075815, 10.19787286",2018,2010-2019
The Ant Hunt,1,"2242018-06-0656.18315624, 10.52880509",2018,2010-2019
The Ant Hunt,2,"2242018-07-2556.11730402, 10.54518517",2018,2010-2019
The Ant Hunt,2,"2252018-05-1256.19992936, 10.68332224",2018,2010-2019
The Ant Hunt,1,"2272018-06-1156.09685797, 12.26643384",2018,2010-2019
The Ant Hunt,1,"2272018-09-0556.10971041, 12.23635018",2018,2010-2019
The Ant Hunt,1,"2282018-06-1156.0965737, 12.26831138",2018,2010-2019
The Ant Hunt,1,"2282018-06-1156.09658867, 12.26850986",2018,2010-2019
The Ant Hunt,1,"2282018-06-1156.09660363, 12.26791978",2018,2010-2019
The Ant Hunt,2,"2282018-07-1956.10221965, 12.37141013",2018,2010-2019
The Ant Hunt,2,"2352018-09-2756.10739411, 9.00331652",2018,2010-2019
The Ant Hunt,2,"2392018-06-1356.09002312, 9.759367704",2018,2010-2019
The Ant Hunt,1,"2472018-06-0456.06930275, 12.28066507",2018,2010-2019
The Ant Hunt,3,"2472018-07-0656.09262685, 12.38486753",2018,2010-2019
The Ant Hunt,2,"2482018-07-0356.02444403, 12.52982676",2018,2010-2019
The Ant Hunt,1,"252018-05-2457.33205388, 10.491163",2018,2010-2019
The Ant Hunt,2,"252018-05-2457.33241155, 10.45167845",2018,2010-2019
The Ant Hunt,1,"252018-05-2857.34422506, 10.48697334",2018,2010-2019
The Ant Hunt,1,"252018-05-2857.35996261, 10.49437043",2018,2010-2019
The Ant Hunt,1,"2562018-05-1955.95169881, 9.088289738",2018,2010-2019
The Ant Hunt,1,"2602018-04-2255.96329056, 9.755644798",2018,2010-2019
The Ant Hunt,1,"2602018-04-2255.96396914, 9.756975174",2018,2010-2019
The Ant Hunt,1,"2602018-05-0655.96371692, 9.755934477",2018,2010-2019
The Ant Hunt,1,"2602018-05-0655.96410125, 9.758133888",2018,2010-2019
The Ant Hunt,1,"262018-05-2457.3339229, 10.50074793",2018,2010-2019
The Ant Hunt,4,"262018-05-2457.33516293, 10.49987247",2018,2010-2019
The Ant Hunt,1,"262018-05-2457.3361272, 10.50318588",2018,2010-2019
The Ant Hunt,1,"262018-05-2857.33543978, 10.50069809",2018,2010-2019
The Ant Hunt,1,"262018-05-2857.33558231, 10.51004301",2018,2010-2019
The Ant Hunt,1,"2652018-08-2155.94897755, 10.44561625",2018,2010-2019
The Ant Hunt,1,"2652018-08-2155.94915777, 10.44562161",2018,2010-2019
The Ant Hunt,3,"2652018-08-2155.9494281, 10.44560552",2018,2010-2019
The Ant Hunt,4,"2682018-07-1555.93043221, 11.51661459",2018,2010-2019
The Ant Hunt,1,"2682018-07-2155.94940441, 11.52053303",2018,2010-2019
The Ant Hunt,3,"2682018-07-2455.93501296, 11.50779145",2018,2010-2019
The Ant Hunt,4,"2692018-07-2555.93304864, 11.65082932",2018,2010-2019
The Ant Hunt,1,"2732018-09-1756.00156069, 12.20081091",2018,2010-2019
The Ant Hunt,1,"2732018-09-2455.9884081, 12.25048542",2018,2010-2019
The Ant Hunt,2,"2732018-09-2655.99445926, 12.19494879",2018,2010-2019
The Ant Hunt,1,"2742018-05-1555.9825163, 12.40117151",2018,2010-2019
The Ant Hunt,2,"2742018-05-1555.98522344, 12.4008625",2018,2010-2019
The Ant Hunt,1,"2742018-05-1555.98623365, 12.39151383",2018,2010-2019
The Ant Hunt,1,"2742018-05-1555.98628934, 12.39582594",2018,2010-2019
The Ant Hunt,2,"2742018-05-1555.98656782, 12.39610062",2018,2010-2019
The Ant Hunt,1,"2742018-05-2255.98532332, 12.39532471",2018,2010-2019
The Ant Hunt,1,"2742018-09-0155.96942737, 12.32196093",2018,2010-2019
The Ant Hunt,2,"2742018-09-0155.96973959, 12.31932163",2018,2010-2019
The Ant Hunt,1,"2742018-09-1355.95011894, 12.30535269",2018,2010-2019
The Ant Hunt,1,"2862018-06-2255.91302155, 9.724482894",2018,2010-2019
The Ant Hunt,2,"2942018-07-3155.87451032, 11.53216839",2018,2010-2019
The Ant Hunt,2,"3002018-09-2255.84754206, 12.40729809",2018,2010-2019
The Ant Hunt,1,"3012018-07-2855.88385664, 12.48896599",2018,2010-2019
The Ant Hunt,1,"3202018-08-0155.75271458, 11.34686707",2018,2010-2019
The Ant Hunt,2,"3262018-07-2455.75826792, 12.19514728",2018,2010-2019
The Ant Hunt,1,"3272018-07-1655.74756852, 12.43260552",2018,2010-2019
The Ant Hunt,1,"3272018-07-1955.74747767, 12.43266106",2018,2010-2019
The Ant Hunt,1,"3272018-07-2055.74756852, 12.43260552",2018,2010-2019
The Ant Hunt,1,"3272018-09-2555.8139968, 12.37643659",2018,2010-2019
The Ant Hunt,1,"3282018-05-1955.82649454, 12.5608331",2018,2010-2019
The Ant Hunt,2,"3282018-05-1955.82731111, 12.55944371",2018,2010-2019
The Ant Hunt,1,"3282018-05-1955.82790168, 12.56072044",2018,2010-2019
The Ant Hunt,1,"3282018-05-1955.82844403, 12.56162167",2018,2010-2019
The Ant Hunt,2,"3282018-09-0255.7424381, 12.49857903",2018,2010-2019
The Ant Hunt,1,"3282018-09-0355.7424834, 12.49887943",2018,2010-2019
The Ant Hunt,2,"3282018-09-0455.74234147, 12.49887407",2018,2010-2019
The Ant Hunt,1,"3282018-09-0555.74247434, 12.49898672",2018,2010-2019
The Ant Hunt,1,"3282018-09-0855.80848446, 12.51132565",2018,2010-2019
The Ant Hunt,1,"3282018-09-1555.79469532, 12.45770216",2018,2010-2019
The Ant Hunt,1,"3292018-09-0455.69659924, 8.197876811",2018,2010-2019
The Ant Hunt,1,"3302018-06-0655.72385947, 8.33969593",2018,2010-2019
The Ant Hunt,1,"3302018-06-0655.72391989, 8.339180946",2018,2010-2019
The Ant Hunt,1,"3302018-06-0655.72400146, 8.34007144",2018,2010-2019
The Ant Hunt,1,"3302018-06-0655.72402865, 8.339797854",2018,2010-2019
The Ant Hunt,1,"3302018-06-0655.72422503, 8.340259194",2018,2010-2019
The Ant Hunt,1,"3492018-07-3055.67012171, 11.62789643",2018,2010-2019
The Ant Hunt,1,"3512018-10-1255.71011387, 11.96929336",2018,2010-2019
The Ant Hunt,1,"3552018-05-0455.66948478, 12.58930975",2018,2010-2019
The Ant Hunt,1,"3552018-05-0555.69093323, 12.48984972",2018,2010-2019
The Ant Hunt,1,"3552018-06-0355.70807853, 12.48827578",2018,2010-2019
The Ant Hunt,1,"3552018-06-2955.71636938, 12.5199649",2018,2010-2019
The Ant Hunt,2,"3552018-07-0755.73754634, 12.52741313",2018,2010-2019
The Ant Hunt,1,"3552018-07-3155.73488498, 12.56119287",2018,2010-2019
The Ant Hunt,1,"3552018-08-0455.66089441, 12.58559809",2018,2010-2019
The Ant Hunt,1,"3552018-08-1855.70724627, 12.46645244",2018,2010-2019
The Ant Hunt,1,"3552018-08-2555.72149082, 12.53054023",2018,2010-2019
The Ant Hunt,2,"3552018-09-0155.72762133, 12.5651805",2018,2010-2019
The Ant Hunt,1,"3582018-09-0355.64405612, 8.181027174",2018,2010-2019
The Ant Hunt,1,"3582018-09-0355.65405709, 8.181027174",2018,2010-2019
The Ant Hunt,1,"3582018-09-0355.6540692, 8.180265427",2018,2010-2019
The Ant Hunt,1,"3592018-04-2355.59679389, 8.258499952",2018,2010-2019
The Ant Hunt,1,"3592018-04-2355.65713085, 8.288073054",2018,2010-2019
The Ant Hunt,3,"3592018-05-0655.62947337, 8.2737885",2018,2010-2019
The Ant Hunt,2,"3592018-05-1355.62837862, 8.2439122",2018,2010-2019
The Ant Hunt,2,"3592018-05-1655.63214236, 8.24363398",2018,2010-2019
The Ant Hunt,3,"3592018-05-3055.61901998, 8.26338946",2018,2010-2019
The Ant Hunt,1,"3592018-05-3055.62162335, 8.277447224",2018,2010-2019
The Ant Hunt,1,"3592018-05-3055.62392536, 8.28135222",2018,2010-2019
The Ant Hunt,1,"3592018-05-3055.62843082, 8.28527577",2018,2010-2019
The Ant Hunt,1,"3592018-05-3055.6285532, 8.284576535",2018,2010-2019
The Ant Hunt,1,"3602018-09-0555.63009166, 8.371260166",2018,2010-2019
The Ant Hunt,2,"3612018-06-1855.5954891, 8.533222675",2018,2010-2019
The Ant Hunt,2,"3612018-09-1755.64493404, 8.582081795",2018,2010-2019
The Ant Hunt,2,"3612018-09-1755.64649001, 8.579528332",2018,2010-2019
The Ant Hunt,1,"3822018-05-2855.56304934, 12.25110769",2018,2010-2019
The Ant Hunt,1,"3822018-05-2855.56368639, 12.2504425",2018,2010-2019
The Ant Hunt,1,"3822018-05-2955.56266711, 12.25514174",2018,2010-2019
The Ant Hunt,1,"3822018-05-3055.56346191, 12.25337684",2018,2010-2019
The Ant Hunt,1,"3822018-07-2755.58525554, 12.29991113",2018,2010-2019
The Ant Hunt,1,"3832018-06-1355.59923685, 12.32150817",2018,2010-2019
The Ant Hunt,1,"3842018-06-1455.61970592, 12.586357",2018,2010-2019
The Ant Hunt,1,"3842018-07-0555.57475922, 12.57862394",2018,2010-2019
The Ant Hunt,1,"3842018-07-0555.61804975, 12.57847452",2018,2010-2019
The Ant Hunt,1,"3842018-07-0655.57475922, 12.57862394",2018,2010-2019
The Ant Hunt,1,"3842018-07-1955.60181578, 12.59596625",2018,2010-2019
The Ant Hunt,2,"3842018-08-0355.59833777, 12.59399881",2018,2010-2019
The Ant Hunt,1,"3842018-08-1655.62361036, 12.59259582",2018,2010-2019
The Ant Hunt,2,"3842018-08-1855.63439245, 12.58657432",2018,2010-2019
The Ant Hunt,1,"3842018-08-1855.63937713, 12.57481699",2018,2010-2019
The Ant Hunt,1,"3842018-08-2155.63037936, 12.61685371",2018,2010-2019
The Ant Hunt,1,"3852018-07-0355.63388939, 12.64497029",2018,2010-2019
The Ant Hunt,2,"3852018-07-0855.63812214, 12.64796734",2018,2010-2019
The Ant Hunt,1,"3852018-07-3055.64184309, 12.63239237",2018,2010-2019
The Ant Hunt,1,"3852018-08-2055.64014552, 12.64092077",2018,2010-2019
The Ant Hunt,1,"3852018-08-2355.63739433, 12.63616226",2018,2010-2019
The Ant Hunt,1,"3882018-05-0555.55451497, 8.329267502",2018,2010-2019
The Ant Hunt,1,"3882018-05-0855.57194362, 8.30867894",2018,2010-2019
The Ant Hunt,1,"3882018-05-2655.56629727, 8.29530978",2018,2010-2019
The Ant Hunt,3,"3882018-05-2655.57194362, 8.30867894",2018,2010-2019
The Ant Hunt,1,"3882018-06-2055.57194362, 8.30867894",2018,2010-2019
The Ant Hunt,1,"3882018-09-1255.57194362, 8.30867894",2018,2010-2019
The Ant Hunt,1,"3892018-10-1255.5061468, 8.44882711",2018,2010-2019
The Ant Hunt,1,"3972018-05-3055.51158628, 9.70009902",2018,2010-2019
The Ant Hunt,1,"4112018-06-1355.4606891, 12.05664561",2018,2010-2019
The Ant Hunt,1,"4232018-07-0155.48825411, 9.743198",2018,2010-2019
The Ant Hunt,1,"4242018-05-2955.46350047, 9.87969733",2018,2010-2019
The Ant Hunt,1,"4252018-06-0655.48148639, 9.97911713",2018,2010-2019
The Ant Hunt,1,"4252018-06-0655.48972519, 9.97848708",2018,2010-2019
The Ant Hunt,1,"4262018-09-1255.42294806, 10.25959241",2018,2010-2019
The Ant Hunt,1,"4262018-09-1455.41494806, 10.21080494",2018,2010-2019
The Ant Hunt,1,"4262018-09-1655.45062815, 10.18175105",2018,2010-2019
The Ant Hunt,1,"4282018-09-0855.4729188, 10.45915604",2018,2010-2019
The Ant Hunt,2,"4352018-08-0255.45656272, 11.79649725",2018,2010-2019
The Ant Hunt,1,"4352018-09-1755.43768766, 11.80869341",2018,2010-2019
The Ant Hunt,1,"4372018-06-2555.38185943, 12.01593697",2018,2010-2019
The Ant Hunt,1,"4372018-06-2555.38250246, 12.01682746",2018,2010-2019
The Ant Hunt,1,"4372018-06-2555.38476059, 12.01651633",2018,2010-2019
The Ant Hunt,1,"4372018-06-2555.38495562, 12.01643586",2018,2010-2019
The Ant Hunt,2,"4392018-07-2655.39838543, 12.33286543",2018,2010-2019
The Ant Hunt,3,"4402018-08-0355.34764505, 8.466081619",2018,2010-2019
The Ant Hunt,1,"4522018-08-1455.3864097, 10.41747263",2018,2010-2019
The Ant Hunt,1,"4522018-08-1455.38671693, 10.41782856",2018,2010-2019
The Ant Hunt,2,"4522018-08-1455.38677787, 10.41815043",2018,2010-2019
The Ant Hunt,2,"4532018-05-2655.35541518, 10.50402274",2018,2010-2019
The Ant Hunt,1,"4552018-09-2455.32076991, 10.74638844",2018,2010-2019
The Ant Hunt,1,"4552018-09-2455.33034062, 10.74089527",2018,2010-2019
The Ant Hunt,1,"4622018-05-1655.31875189, 11.95585775",2018,2010-2019
The Ant Hunt,1,"4652018-06-1455.31419175, 12.38654315",2018,2010-2019
The Ant Hunt,2,"4772018-07-1655.25691422, 10.25784016",2018,2010-2019
The Ant Hunt,1,"4862018-07-2155.27990813, 11.79397074",2018,2010-2019
The Ant Hunt,1,"4902018-05-3055.27683585, 12.44255304",2018,2010-2019
The Ant Hunt,1,"5042018-06-1355.1353101, 10.16211748",2018,2010-2019
The Ant Hunt,1,"5042018-06-1355.13539596, 10.16149521",2018,2010-2019
The Ant Hunt,2,"5042018-06-1355.13543276, 10.16179562",2018,2010-2019
The Ant Hunt,3,"5042018-06-1355.13549409, 10.16155958",2018,2010-2019
The Ant Hunt,3,"5042018-06-1355.13559222, 10.16158104",2018,2010-2019
The Ant Hunt,2,"5152018-07-1855.16431495, 11.85143173",2018,2010-2019
The Ant Hunt,2,"5182018-08-0155.1767387, 14.70667005",2018,2010-2019
The Ant Hunt,1,"5182018-09-2755.18682096, 14.76034047",2018,2010-2019
The Ant Hunt,1,"5282018-06-2555.11338461, 9.498045444",2018,2010-2019
The Ant Hunt,1,"5292018-07-0755.07701909, 9.717203379",2018,2010-2019
The Ant Hunt,1,"5322018-07-0255.09656984, 10.24421023",2018,2010-2019
The Ant Hunt,1,"5342018-05-1555.04058359, 10.53919315",2018,2010-2019
The Ant Hunt,2,"5342018-06-1255.04336835, 10.54653168",2018,2010-2019
The Ant Hunt,2,"5342018-06-1255.05074425, 10.53557754",2018,2010-2019
The Ant Hunt,1,"5342018-08-1455.03938479, 10.54121017",2018,2010-2019
The Ant Hunt,1,"5342018-08-1455.03953234, 10.54148912",2018,2010-2019
The Ant Hunt,1,"5342018-08-1455.03967989, 10.54144621",2018,2010-2019
The Ant Hunt,1,"5342018-09-0355.11425597, 10.54174662",2018,2010-2019
The Ant Hunt,1,"5342018-09-0455.11467324, 10.54103851",2018,2010-2019
The Ant Hunt,1,"5352018-08-0455.04957353, 10.66815242",2018,2010-2019
The Ant Hunt,1,"5352018-08-1655.06136931, 10.58704376",2018,2010-2019
The Ant Hunt,1,"5352018-08-2155.06390694, 10.58492494",2018,2010-2019
The Ant Hunt,1,"5352018-09-0555.04835681, 10.59158003",2018,2010-2019
The Ant Hunt,1,"5362018-06-2655.07141106, 10.73720992",2018,2010-2019
The Ant Hunt,2,"542018-07-2957.10673618, 8.98395661",2018,2010-2019
The Ant Hunt,2,"5432018-06-2655.0412967, 12.19473839",2018,2010-2019
The Ant Hunt,1,"5612018-05-1355.02507024, 10.65493584",2018,2010-2019
The Ant Hunt,2,"5612018-06-0555.02602962, 10.64592361",2018,2010-2019
The Ant Hunt,2,"5612018-06-0755.01904282, 10.6465888",2018,2010-2019
The Ant Hunt,2,"5612018-06-0755.01975632, 10.64800501",2018,2010-2019
The Ant Hunt,1,"5612018-08-2054.98582659, 10.60395241",2018,2010-2019
The Ant Hunt,1,"5612018-08-2054.98596202, 10.60438156",2018,2010-2019
The Ant Hunt,1,"5612018-08-2054.98602358, 10.60363054",2018,2010-2019
The Ant Hunt,1,"5612018-08-2054.98606052, 10.60410261",2018,2010-2019
The Ant Hunt,1,"5612018-08-2154.98582771, 10.60457443",2018,2010-2019
The Ant Hunt,1,"5612018-08-2854.99920746, 10.63822031",2018,2010-2019
The Ant Hunt,2,"5612018-08-2855.00445027, 10.63837051",2018,2010-2019
The Ant Hunt,2,"5612018-09-0355.01865532, 10.64021587",2018,2010-2019
The Ant Hunt,1,"5612018-09-2854.98582771, 10.60457443",2018,2010-2019
The Ant Hunt,1,"5722018-05-2554.95883356, 12.44586627",2018,2010-2019
The Ant Hunt,1,"5732018-06-2554.98831661, 12.53699899",2018,2010-2019
The Ant Hunt,2,"5732018-06-2654.96236545, 12.50912547",2018,2010-2019
The Ant Hunt,1,"5732018-06-2654.96277506, 12.5088948",2018,2010-2019
The Ant Hunt,1,"5732018-06-2654.96341564, 12.50964046",2018,2010-2019
The Ant Hunt,1,"5732018-06-2654.96345876, 12.50759661",2018,2010-2019
The Ant Hunt,1,"5732018-06-2654.96574076, 12.50776291",2018,2010-2019
The Ant Hunt,1,"5822018-06-1754.8800949, 9.43978548",2018,2010-2019
The Ant Hunt,2,"5842018-08-1554.92224041, 9.680800438",2018,2010-2019
The Ant Hunt,2,"5842018-08-2254.92205544, 9.68133688",2018,2010-2019
The Ant Hunt,1,"5852018-09-0954.92036331, 9.80431265",2018,2010-2019
The Ant Hunt,1,"5852018-09-2454.91777617, 9.790744185",2018,2010-2019
The Ant Hunt,3,"6282018-05-1854.71089688, 11.98554754",2018,2010-2019
The Ant Hunt,1,"6292018-07-0454.65634507, 11.34447813",2018,2010-2019
The Ant Hunt,2,"6322018-09-1454.57552565, 11.92003727",2018,2010-2019
The Ant Hunt,1,"642018-09-1157.00660891, 8.460867405",2018,2010-2019
The Ant Hunt,1,"732018-06-0657.01587365, 9.930755496",2018,2010-2019
The Ant Hunt,3,"872018-07-2356.88708246, 9.829845428",2018,2010-2019
The Ant Hunt,2,"962018-07-1156.79825816, 9.260208607",2018,2010-2019
The Ant Hunt,2,"962018-08-2856.79641043, 9.25985992",2018,2010-2019
The Ant Hunt,1,"972018-09-1656.78156654, 9.330487847",2018,2010-2019
The Ant Hunt,1,"982018-06-2956.79354906, 9.514487386",2018,2010-2019
EuroAnts,11,"2442019-08-2156.01241, 11.9915",2019,2010-2019
EuroAnts,5,"3282019-08-2155.8267, 12.5619",2019,2010-2019
EuroAnts,8,"3842019-08-2155.6465, 12.5702",2019,2010-2019
